_step,acquisition,min_type_step
45,BALM,0.5714285714285714
45,BQBC,0.8571428571428571
45,QBMGP,0.8571428571428571
45,Random,0.7142857142857143
45,SALHL,0.42857142857142855
45,SALKL,0.7142857142857143
45,SALWS,1.5714285714285714
46,BALM,0.5714285714285714
46,BQBC,0.7142857142857143
46,QBMGP,1.0
46,Random,0.7142857142857143
46,SALHL,0.7142857142857143
46,SALKL,0.5714285714285714
46,SALWS,1.7142857142857142
47,BALM,0.5714285714285714
47,BQBC,0.7142857142857143
47,QBMGP,1.0
47,Random,0.7142857142857143
47,SALHL,0.7142857142857143
47,SALKL,0.5714285714285714
47,SALWS,1.7142857142857142
48,BALM,0.5714285714285714
48,BQBC,0.42857142857142855
48,QBMGP,1.1428571428571428
48,Random,0.5714285714285714
48,SALHL,0.7142857142857143
48,SALKL,0.42857142857142855
48,SALWS,1.4285714285714286
49,BALM,0.2857142857142857
49,BQBC,0.42857142857142855
49,QBMGP,1.1428571428571428
49,Random,0.5714285714285714
49,SALHL,0.5714285714285714
49,SALKL,0.2857142857142857
49,SALWS,1.5714285714285714
50,BALM,0.14285714285714285
50,BQBC,0.2857142857142857
50,QBMGP,1.2857142857142858
50,Random,0.7142857142857143
50,SALHL,0.5714285714285714
50,SALKL,0.2857142857142857
50,SALWS,1.4285714285714286
51,BALM,0.14285714285714285
51,BQBC,0.2857142857142857
51,QBMGP,1.1428571428571428
51,Random,0.7142857142857143
51,SALHL,0.42857142857142855
51,SALKL,0.2857142857142857
51,SALWS,1.4285714285714286
52,BALM,0.14285714285714285
52,BQBC,0.42857142857142855
52,QBMGP,1.1428571428571428
52,Random,0.7142857142857143
52,SALHL,0.42857142857142855
52,SALKL,0.2857142857142857
52,SALWS,1.4285714285714286
53,BALM,0.14285714285714285
53,BQBC,0.14285714285714285
53,QBMGP,1.1428571428571428
53,Random,0.8571428571428571
53,SALHL,0.14285714285714285
53,SALKL,0.2857142857142857
53,SALWS,1.0
54,BALM,0.14285714285714285
54,BQBC,0.42857142857142855
54,QBMGP,1.1428571428571428
54,Random,1.4285714285714286
54,SALHL,0.2857142857142857
54,SALKL,0.2857142857142857
54,SALWS,0.7142857142857143
55,BALM,0.14285714285714285
55,BQBC,0.14285714285714285
55,QBMGP,1.5714285714285714
55,Random,1.2857142857142858
55,SALHL,0.42857142857142855
55,SALKL,0.2857142857142857
55,SALWS,0.5714285714285714
56,BALM,0.14285714285714285
56,BQBC,0.2857142857142857
56,QBMGP,1.5714285714285714
56,Random,1.1428571428571428
56,SALHL,0.42857142857142855
56,SALKL,0.2857142857142857
56,SALWS,0.5714285714285714
57,BALM,0.14285714285714285
57,BQBC,0.7142857142857143
57,QBMGP,1.7142857142857142
57,Random,1.2857142857142858
57,SALHL,0.42857142857142855
57,SALKL,0.2857142857142857
57,SALWS,0.5714285714285714
58,BALM,0.14285714285714285
58,BQBC,0.7142857142857143
58,QBMGP,1.4285714285714286
58,Random,1.2857142857142858
58,SALHL,0.42857142857142855
58,SALKL,0.42857142857142855
58,SALWS,0.5714285714285714
59,BALM,0.14285714285714285
59,BQBC,0.7142857142857143
59,QBMGP,1.5714285714285714
59,Random,1.2857142857142858
59,SALHL,0.5714285714285714
59,SALKL,0.2857142857142857
59,SALWS,0.5714285714285714
60,BALM,0.14285714285714285
60,BQBC,0.5714285714285714
60,QBMGP,1.5714285714285714
60,Random,1.4285714285714286
60,SALHL,0.5714285714285714
60,SALKL,0.14285714285714285
60,SALWS,0.5714285714285714
61,BALM,0.14285714285714285
61,BQBC,0.5714285714285714
61,QBMGP,1.8571428571428572
61,Random,1.4285714285714286
61,SALHL,0.42857142857142855
61,SALKL,0.2857142857142857
61,SALWS,0.5714285714285714
62,BALM,0.14285714285714285
62,BQBC,0.42857142857142855
62,QBMGP,1.5714285714285714
62,Random,1.4285714285714286
62,SALHL,0.42857142857142855
62,SALKL,0.2857142857142857
62,SALWS,0.5714285714285714
63,BALM,0.0
63,BQBC,0.5714285714285714
63,QBMGP,1.5714285714285714
63,Random,1.4285714285714286
63,SALHL,0.2857142857142857
63,SALKL,0.2857142857142857
63,SALWS,0.5714285714285714
64,BALM,0.0
64,BQBC,0.5714285714285714
64,QBMGP,1.5714285714285714
64,Random,1.4285714285714286
64,SALHL,0.2857142857142857
64,SALKL,0.2857142857142857
64,SALWS,0.5714285714285714
65,BALM,0.0
65,BQBC,0.7142857142857143
65,QBMGP,1.5714285714285714
65,Random,1.5714285714285714
65,SALHL,0.2857142857142857
65,SALKL,0.2857142857142857
65,SALWS,0.5714285714285714
66,BALM,0.0
66,BQBC,0.7142857142857143
66,QBMGP,1.5714285714285714
66,Random,1.5714285714285714
66,SALHL,0.0
66,SALKL,0.14285714285714285
66,SALWS,0.5714285714285714
67,BALM,0.0
67,BQBC,0.42857142857142855
67,QBMGP,1.2857142857142858
67,Random,1.7142857142857142
67,SALHL,0.14285714285714285
67,SALKL,0.0
67,SALWS,0.7142857142857143
68,BALM,0.0
68,BQBC,0.2857142857142857
68,QBMGP,1.5714285714285714
68,Random,1.7142857142857142
68,SALHL,0.14285714285714285
68,SALKL,0.14285714285714285
68,SALWS,0.7142857142857143
69,BALM,0.0
69,BQBC,0.5714285714285714
69,QBMGP,1.2857142857142858
69,Random,1.7142857142857142
69,SALHL,0.14285714285714285
69,SALKL,0.0
69,SALWS,0.7142857142857143
70,BALM,0.0
70,BQBC,0.42857142857142855
70,QBMGP,1.2857142857142858
70,Random,1.5714285714285714
70,SALHL,0.14285714285714285
70,SALKL,0.14285714285714285
70,SALWS,0.7142857142857143
71,BALM,0.0
71,BQBC,0.42857142857142855
71,QBMGP,1.0
71,Random,1.7142857142857142
71,SALHL,0.14285714285714285
71,SALKL,0.14285714285714285
71,SALWS,0.7142857142857143
72,BALM,0.0
72,BQBC,0.5714285714285714
72,QBMGP,1.0
72,Random,1.7142857142857142
72,SALHL,0.14285714285714285
72,SALKL,0.14285714285714285
72,SALWS,0.7142857142857143
73,BALM,0.0
73,BQBC,0.42857142857142855
73,QBMGP,1.0
73,Random,1.7142857142857142
73,SALHL,0.14285714285714285
73,SALKL,0.14285714285714285
73,SALWS,0.7142857142857143
74,BALM,0.0
74,BQBC,0.5714285714285714
74,QBMGP,1.0
74,Random,1.7142857142857142
74,SALHL,0.14285714285714285
74,SALKL,0.14285714285714285
74,SALWS,0.7142857142857143
75,BALM,0.0
75,BQBC,0.42857142857142855
75,QBMGP,1.0
75,Random,1.5714285714285714
75,SALHL,0.14285714285714285
75,SALKL,0.14285714285714285
75,SALWS,0.7142857142857143
76,BALM,0.0
76,BQBC,0.42857142857142855
76,QBMGP,1.0
76,Random,1.4285714285714286
76,SALHL,0.14285714285714285
76,SALKL,0.14285714285714285
76,SALWS,0.5714285714285714
77,BALM,0.0
77,BQBC,0.42857142857142855
77,QBMGP,0.8571428571428571
77,Random,1.1428571428571428
77,SALHL,0.14285714285714285
77,SALKL,0.14285714285714285
77,SALWS,0.5714285714285714
78,BALM,0.0
78,BQBC,0.42857142857142855
78,QBMGP,0.5714285714285714
78,Random,1.1428571428571428
78,SALHL,0.14285714285714285
78,SALKL,0.14285714285714285
78,SALWS,0.5714285714285714
79,BALM,0.0
79,BQBC,0.42857142857142855
79,QBMGP,0.5714285714285714
79,Random,1.5714285714285714
79,SALHL,0.14285714285714285
79,SALKL,0.2857142857142857
79,SALWS,0.2857142857142857
80,BALM,0.0
80,BQBC,0.42857142857142855
80,QBMGP,0.5714285714285714
80,Random,1.5714285714285714
80,SALHL,0.14285714285714285
80,SALKL,0.2857142857142857
80,SALWS,0.2857142857142857
81,BALM,0.0
81,BQBC,0.2857142857142857
81,QBMGP,0.5714285714285714
81,Random,1.7142857142857142
81,SALHL,0.14285714285714285
81,SALKL,0.2857142857142857
81,SALWS,0.2857142857142857
82,BALM,0.0
82,BQBC,0.2857142857142857
82,QBMGP,0.42857142857142855
82,Random,1.7142857142857142
82,SALHL,0.14285714285714285
82,SALKL,0.14285714285714285
82,SALWS,0.42857142857142855
83,BALM,0.0
83,BQBC,0.2857142857142857
83,QBMGP,0.14285714285714285
83,Random,1.7142857142857142
83,SALHL,0.0
83,SALKL,0.14285714285714285
83,SALWS,0.14285714285714285
84,BALM,0.0
84,BQBC,0.2857142857142857
84,QBMGP,0.14285714285714285
84,Random,1.7142857142857142
84,SALHL,0.0
84,SALKL,0.0
84,SALWS,0.14285714285714285
85,BALM,0.0
85,BQBC,0.2857142857142857
85,QBMGP,0.14285714285714285
85,Random,1.2857142857142858
85,SALHL,0.0
85,SALKL,0.0
85,SALWS,0.14285714285714285
86,BALM,0.0
86,BQBC,0.2857142857142857
86,QBMGP,0.14285714285714285
86,Random,1.2857142857142858
86,SALHL,0.0
86,SALKL,0.0
86,SALWS,0.14285714285714285
87,BALM,0.0
87,BQBC,0.2857142857142857
87,QBMGP,0.14285714285714285
87,Random,1.4285714285714286
87,SALHL,0.0
87,SALKL,0.0
87,SALWS,0.14285714285714285
88,BALM,0.0
88,BQBC,0.2857142857142857
88,QBMGP,0.0
88,Random,1.4285714285714286
88,SALHL,0.0
88,SALKL,0.0
88,SALWS,0.14285714285714285
89,BALM,0.0
89,BQBC,0.2857142857142857
89,QBMGP,0.0
89,Random,1.4285714285714286
89,SALHL,0.0
89,SALKL,0.0
89,SALWS,0.14285714285714285
